motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip
KI04,TestRig,20,2024-01-21,70.0,46.1,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,21,2024-01-22,70.0,46.1,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,22,2024-01-23,70.0,46.1,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,23,2024-01-24,70.0,46.1,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,24,2024-01-25,70.0,46.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,25,2024-01-26,70.0,46.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,26,2024-01-27,70.0,46.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,27,2024-01-28,70.0,46.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,28,2024-01-29,70.0,46.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,29,2024-01-30,70.0,46.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,30,2024-01-31,70.0,46.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,31,2024-02-01,70.0,46.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,32,2024-02-02,70.0,46.2,bearing,1.0,101.0,25.0,0.002
KI04,TestRig,33,2024-02-03,70.0,46.2,bearing,1.0,101.0,25.0,0.002
KI04,TestRig,34,2024-02-04,70.0,46.2,bearing,1.0,101.0,25.0,0.002
KI04,TestRig,35,2024-02-05,70.0,46.2,bearing,1.0,101.0,25.0,0.002
KI04,TestRig,36,2024-02-06,70.0,46.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,37,2024-02-07,70.0,46.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,38,2024-02-08,70.0,46.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,39,2024-02-09,70.0,46.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,40,2024-02-10,70.0,46.4,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,41,2024-02-11,70.0,46.4,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,42,2024-02-12,70.0,46.4,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,43,2024-02-13,70.0,46.4,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,44,2024-02-14,70.0,45.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,45,2024-02-15,70.0,45.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,46,2024-02-16,70.0,45.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,47,2024-02-17,70.0,45.2,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,48,2024-02-18,70.0,46.5,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,49,2024-02-19,70.0,46.5,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,50,2024-02-20,70.0,46.5,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,51,2024-02-21,70.0,46.5,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,52,2024-02-22,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,53,2024-02-23,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,54,2024-02-24,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,55,2024-02-25,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,56,2024-02-26,70.0,45.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,57,2024-02-27,70.0,45.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,58,2024-02-28,70.0,45.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,59,2024-02-29,70.0,45.4,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,60,2024-03-01,70.0,45.5,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,61,2024-03-02,70.0,45.5,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,62,2024-03-03,70.0,45.5,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,63,2024-03-04,70.0,45.5,bearing,1.0,100.0,25.0,0.002
KI04,TestRig,64,2024-03-05,70.0,45.6,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,65,2024-03-06,70.0,45.6,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,66,2024-03-07,70.0,45.6,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,67,2024-03-08,70.0,45.6,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,68,2024-03-09,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,69,2024-03-10,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,70,2024-03-11,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,71,2024-03-12,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,72,2024-03-13,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,73,2024-03-14,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,74,2024-03-15,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,75,2024-03-16,70.0,45.7,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,76,2024-03-17,70.0,45.9,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,77,2024-03-18,70.0,45.9,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,78,2024-03-19,70.0,45.9,bearing,1.0,100.0,24.99,0.002
KI04,TestRig,79,2024-03-20,70.0,45.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,0,2024-01-01,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,1,2024-01-02,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,2,2024-01-03,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,3,2024-01-04,70.0,45.3,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,4,2024-01-05,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,5,2024-01-06,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,6,2024-01-07,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,7,2024-01-08,70.0,42.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,8,2024-01-09,70.0,43.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,9,2024-01-10,70.0,43.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,10,2024-01-11,70.0,43.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,11,2024-01-12,70.0,43.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,12,2024-01-13,70.0,43.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,13,2024-01-14,70.0,43.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,14,2024-01-15,70.0,43.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,15,2024-01-16,70.0,43.4,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,16,2024-01-17,70.0,43.3,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,17,2024-01-18,70.0,43.3,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,18,2024-01-19,70.0,43.3,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,19,2024-01-20,70.0,43.3,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,20,2024-01-21,70.0,43.2,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,21,2024-01-22,70.0,43.2,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,22,2024-01-23,70.0,43.2,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,23,2024-01-24,70.0,43.2,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,24,2024-01-25,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,25,2024-01-26,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,26,2024-01-27,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,27,2024-01-28,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,28,2024-01-29,70.0,43.7,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,29,2024-01-30,70.0,43.7,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,30,2024-01-31,70.0,43.7,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,31,2024-02-01,70.0,43.7,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,32,2024-02-02,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,33,2024-02-03,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,34,2024-02-04,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,35,2024-02-05,70.0,43.7,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,36,2024-02-06,70.0,41.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,37,2024-02-07,70.0,41.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,38,2024-02-08,70.0,41.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,39,2024-02-09,70.0,41.9,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,40,2024-02-10,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,41,2024-02-11,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,42,2024-02-12,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,43,2024-02-13,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,44,2024-02-14,70.0,44.9,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,45,2024-02-15,70.0,44.9,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,46,2024-02-16,70.0,44.9,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,47,2024-02-17,70.0,44.9,bearing,1.0,100.0,25.0,0.002
KI16,TestRig,48,2024-02-18,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,49,2024-02-19,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,50,2024-02-20,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,51,2024-02-21,70.0,41.8,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,52,2024-02-22,70.0,44.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,53,2024-02-23,70.0,44.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,54,2024-02-24,70.0,44.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,55,2024-02-25,70.0,44.1,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,56,2024-02-26,70.0,43.6,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,57,2024-02-27,70.0,43.6,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,58,2024-02-28,70.0,43.6,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,59,2024-02-29,70.0,43.6,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,60,2024-03-01,70.0,43.2,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,61,2024-03-02,70.0,43.2,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,62,2024-03-03,70.0,43.2,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,63,2024-03-04,70.0,43.2,bearing,1.0,100.0,24.99,0.002
KI16,TestRig,64,2024-03-05,70.0,43.4,bearing,1.0,100.0,24.99,0.002
